USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
USER,OPERATOR,OSVERSION,PROMOTIONID,SCREEN,TIME,PROTOCOL,PACKAGE,DIRECTION,LENGTH,SRC,DST,SRPPORT,DSTPORT,SYN,ACK,FIN
andrius,omnitel,cm10.1,22,0,1367005212460,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,22,0,1367005212461,TCP,com.facebook.katana,1,79,69.171.245.80,10.139.202.228,5228,55307,0,1,0
andrius,omnitel,cm10.1,22,0,1367005212461,TCP,com.facebook.katana,-1,40,10.139.202.228,69.171.245.80,55307,5228,0,0,0
andrius,omnitel,cm10.1,22,0,1367005212461,TCP,com.facebook.katana,1,52,69.171.245.80,10.139.202.228,5228,55307,0,1,1
andrius,omnitel,cm10.1,22,0,1367005212461,TCP,com.facebook.katana,-1,40,10.139.202.228,69.171.245.80,55307,5228,0,0,0
andrius,omnitel,cm10.1,26,0,1367005282810,TCP,com.google.android.apps.maps,-1,52,10.139.202.228,173.194.69.147,58200,443,0,1,1
andrius,omnitel,cm10.1,26,0,1367005282810,TCP,com.google.android.apps.maps,-1,52,10.139.202.228,173.194.69.147,58200,443,0,1,1
andrius,omnitel,cm10.1,26,0,1367005284135,TCP,com.google.android.apps.maps,-1,52,10.139.202.228,173.194.69.147,58200,443,0,1,1
andrius,omnitel,cm10.1,26,0,1367005284135,TCP,com.google.android.apps.maps,1,40,173.194.69.147,10.139.202.228,443,58200,0,0,0
andrius,omnitel,cm10.1,26,0,1367005287990,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.5.36,33596,80,0,1,1
andrius,omnitel,cm10.1,26,0,1367005287991,TCP,com.accuweather.android,-1,40,10.139.202.228,64.74.101.65,41215,80,0,1,1
andrius,omnitel,cm10.1,26,0,1367005287991,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.9,35338,80,0,1,1
andrius,omnitel,cm10.1,26,0,1367005287991,TCP,com.accuweather.android,1,40,174.35.5.36,10.139.202.228,80,33596,0,0,0
andrius,omnitel,cm10.1,26,0,1367005287991,TCP,com.accuweather.android,1,40,64.74.101.65,10.139.202.228,80,41215,0,0,0
andrius,omnitel,cm10.1,26,0,1367005287991,TCP,com.accuweather.android,1,40,174.35.6.9,10.139.202.228,80,35338,0,0,0
andrius,omnitel,cm10.1,26,0,1367005287992,TCP,com.google.android.music,-1,52,10.139.202.228,173.194.69.95,40203,443,0,1,1
andrius,omnitel,cm10.1,26,0,1367005287992,TCP,com.google.android.music,1,40,173.194.69.95,10.139.202.228,443,40203,0,0,0
andrius,omnitel,cm10.1,27,0,1367005292290,UDP,root,-1,60,10.139.202.228,194.176.32.163,49977,53,,,
andrius,omnitel,cm10.1,27,0,1367005292290,UDP,root,1,292,194.176.32.163,10.139.202.228,53,49977,,,
andrius,omnitel,cm10.1,27,0,1367005292290,TCP,com.google.android.apps.maps,-1,60,10.139.202.228,173.194.69.103,50861,443,1,0,0
andrius,omnitel,cm10.1,27,0,1367005292290,TCP,com.google.android.apps.maps,1,60,173.194.69.103,10.139.202.228,443,50861,1,1,0
andrius,omnitel,cm10.1,27,0,1367005292290,TCP,com.google.android.apps.maps,-1,52,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,27,0,1367005292290,TCP,com.google.android.apps.maps,-1,268,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,27,0,1367005293495,TCP,com.google.android.apps.maps,1,60,173.194.69.103,10.139.202.228,443,50861,1,1,0
andrius,omnitel,cm10.1,27,0,1367005293496,TCP,com.google.android.apps.maps,-1,64,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,27,0,1367005293496,UDP,root,-1,78,10.139.202.228,194.176.32.163,55698,53,,,
andrius,omnitel,cm10.1,27,0,1367005293496,TCP,com.google.android.apps.maps,1,52,173.194.69.103,10.139.202.228,443,50861,0,1,0
andrius,omnitel,cm10.1,27,0,1367005293496,TCP,com.google.android.apps.maps,1,185,173.194.69.103,10.139.202.228,443,50861,0,1,0
andrius,omnitel,cm10.1,27,0,1367005293496,TCP,com.google.android.apps.maps,-1,52,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,27,0,1367005293497,TCP,com.google.android.apps.maps,-1,99,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,27,0,1367005293497,TCP,com.google.android.apps.maps,-1,259,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,27,0,1367005293497,TCP,com.google.android.apps.maps,-1,389,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294411,UDP,root,1,245,194.176.32.163,10.139.202.228,53,55698,,,
andrius,omnitel,cm10.1,28,0,1367005294411,TCP,com.google.android.apps.maps,1,52,173.194.69.103,10.139.202.228,443,50861,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294411,TCP,com.google.android.apps.maps,1,571,173.194.69.103,10.139.202.228,443,50861,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294411,TCP,com.accuweather.android,-1,60,10.139.202.228,174.35.6.19,45420,80,1,0,0
andrius,omnitel,cm10.1,28,0,1367005294411,TCP,com.google.android.apps.maps,-1,52,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294411,TCP,com.accuweather.android,1,60,174.35.6.19,10.139.202.228,80,45420,1,1,0
andrius,omnitel,cm10.1,28,0,1367005294411,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294412,TCP,com.accuweather.android,-1,315,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294412,TCP,com.accuweather.android,1,52,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294412,TCP,com.accuweather.android,1,445,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294412,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294421,TCP,com.accuweather.android,1,1360,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294421,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,1,1360,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,1,1360,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,1,224,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,1,1360,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005294422,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005295420,TCP,com.accuweather.android,1,792,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005295420,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005295421,TCP,com.accuweather.android,1,62,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005295421,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005295421,TCP,com.accuweather.android,1,62,174.35.6.19,10.139.202.228,80,45420,0,1,0
andrius,omnitel,cm10.1,28,0,1367005295421,TCP,com.accuweather.android,-1,64,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005295421,UDP,root,-1,64,10.139.202.228,194.176.32.163,13684,53,,,
andrius,omnitel,cm10.1,28,0,1367005295422,UDP,root,1,153,194.176.32.163,10.139.202.228,53,13684,,,
andrius,omnitel,cm10.1,28,0,1367005295422,TCP,com.accuweather.android,-1,60,10.139.202.228,66.150.102.51,41305,80,1,0,0
andrius,omnitel,cm10.1,28,0,1367005295422,TCP,com.accuweather.android,1,52,66.150.102.51,10.139.202.228,80,41305,1,1,0
andrius,omnitel,cm10.1,28,0,1367005295422,TCP,com.accuweather.android,-1,40,10.139.202.228,66.150.102.51,41305,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296677,TCP,com.accuweather.android,-1,346,10.139.202.228,66.150.102.51,41305,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296701,TCP,com.accuweather.android,1,40,66.150.102.51,10.139.202.228,80,41305,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296720,TCP,com.accuweather.android,1,1252,66.150.102.51,10.139.202.228,80,41305,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296740,TCP,com.accuweather.android,1,1107,66.150.102.51,10.139.202.228,80,41305,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296770,TCP,com.accuweather.android,-1,40,10.139.202.228,66.150.102.51,41305,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296790,TCP,com.accuweather.android,-1,40,10.139.202.228,66.150.102.51,41305,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296811,UDP,root,-1,65,10.139.202.228,194.176.32.163,27599,53,,,
andrius,omnitel,cm10.1,28,0,1367005296826,UDP,root,1,219,194.176.32.163,10.139.202.228,53,27599,,,
andrius,omnitel,cm10.1,28,0,1367005296841,TCP,com.accuweather.android,-1,60,10.139.202.228,174.35.7.18,53280,80,1,0,0
andrius,omnitel,cm10.1,28,0,1367005296271,TCP,com.accuweather.android,1,60,174.35.7.18,10.139.202.228,80,53280,1,1,0
andrius,omnitel,cm10.1,28,0,1367005296271,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296272,TCP,com.accuweather.android,-1,293,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296272,TCP,com.accuweather.android,1,52,174.35.7.18,10.139.202.228,80,53280,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296272,TCP,com.accuweather.android,1,474,174.35.7.18,10.139.202.228,80,53280,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296272,TCP,com.accuweather.android,1,1360,174.35.7.18,10.139.202.228,80,53280,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296272,TCP,com.accuweather.android,1,792,174.35.7.18,10.139.202.228,80,53280,0,1,0
andrius,omnitel,cm10.1,28,0,1367005296273,TCP,com.accuweather.android,1,227,174.35.7.18,10.139.202.228,80,53280,0,1,0
andrius,omnitel,cm10.1,28,0,1367005297270,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005297271,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005297271,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005297271,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,28,0,1367005302380,TCP,com.accuweather.android,1,52,174.35.6.19,10.139.202.228,80,45420,0,1,1
andrius,omnitel,cm10.1,28,0,1367005302380,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.6.19,45420,80,0,1,0
andrius,omnitel,cm10.1,29,0,1367005303760,TCP,com.accuweather.android,1,52,174.35.7.18,10.139.202.228,80,53280,0,1,1
andrius,omnitel,cm10.1,29,0,1367005303760,TCP,com.accuweather.android,-1,52,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,29,0,1367005303761,TCP,com.accuweather.android,1,52,174.35.7.18,10.139.202.228,80,53280,0,1,1
andrius,omnitel,cm10.1,29,0,1367005303761,TCP,com.accuweather.android,-1,64,10.139.202.228,174.35.7.18,53280,80,0,1,0
andrius,omnitel,cm10.1,29,0,1367005307960,TCP,com.accuweather.android,1,54,199.167.177.44,10.139.202.228,1227,51052,0,1,0
andrius,omnitel,cm10.1,29,0,1367005307960,TCP,com.accuweather.android,-1,52,10.139.202.228,199.167.177.44,51052,1227,0,1,0
andrius,omnitel,cm10.1,32,0,1367005496825,TCP,com.accuweather.android,1,54,199.167.177.44,10.139.202.228,1227,51052,0,1,0
andrius,omnitel,cm10.1,32,0,1367005496826,TCP,com.accuweather.android,-1,52,10.139.202.228,199.167.177.44,51052,1227,0,1,0
andrius,omnitel,cm10.1,37,0,1367005559600,TCP,com.google.android.apps.maps,1,52,173.194.69.103,10.139.202.228,443,50861,0,1,1
andrius,omnitel,cm10.1,37,0,1367005559600,TCP,com.google.android.apps.maps,1,52,173.194.69.103,10.139.202.228,443,50861,0,1,1
andrius,omnitel,cm10.1,37,0,1367005559601,TCP,com.google.android.apps.maps,-1,64,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,37,0,1367005559601,TCP,com.google.android.apps.maps,1,52,173.194.69.103,10.139.202.228,443,50861,0,1,1
andrius,omnitel,cm10.1,37,0,1367005559601,TCP,com.google.android.apps.maps,-1,64,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,37,0,1367005559601,TCP,com.google.android.apps.maps,1,52,173.194.69.103,10.139.202.228,443,50861,0,1,1
andrius,omnitel,cm10.1,37,0,1367005559601,TCP,com.google.android.apps.maps,-1,64,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,37,0,1367005559602,TCP,com.google.android.apps.maps,1,52,173.194.69.103,10.139.202.228,443,50861,0,1,1
andrius,omnitel,cm10.1,37,0,1367005559602,TCP,com.google.android.apps.maps,-1,64,10.139.202.228,173.194.69.103,50861,443,0,1,0
andrius,omnitel,cm10.1,41,0,1367005684416,TCP,com.accuweather.android,1,54,199.167.177.44,10.139.202.228,1227,51052,0,1,0
andrius,omnitel,cm10.1,41,0,1367005684417,TCP,com.accuweather.android,-1,52,10.139.202.228,199.167.177.44,51052,1227,0,1,0
andrius,omnitel,cm10.1,44,0,1367005919390,UDP,root,-1,64,10.139.202.228,194.176.32.163,61472,53,,,
andrius,omnitel,cm10.1,44,0,1367005920538,TCP,com.accuweather.android,1,54,199.167.177.44,10.139.202.228,1227,51052,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920538,UDP,root,1,189,194.176.32.163,10.139.202.228,53,61472,,,
andrius,omnitel,cm10.1,44,0,1367005920538,TCP,com.accuweather.android,-1,64,10.139.202.228,199.167.177.44,51052,1227,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920538,TCP,com.facebook.katana,-1,60,10.139.202.228,31.13.64.32,35073,443,1,0,0
andrius,omnitel,cm10.1,44,0,1367005920539,TCP,com.facebook.katana,1,60,31.13.64.32,10.139.202.228,443,35073,1,1,0
andrius,omnitel,cm10.1,44,0,1367005920539,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920539,TCP,com.facebook.katana,-1,268,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920539,TCP,com.accuweather.android,1,40,199.167.177.44,10.139.202.228,1227,51052,0,0,0
andrius,omnitel,cm10.1,44,0,1367005920539,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920540,TCP,com.facebook.katana,1,185,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920540,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920540,TCP,com.facebook.katana,-1,99,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920541,TCP,com.facebook.katana,-1,673,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920550,TCP,com.facebook.katana,-1,364,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920550,TCP,com.facebook.katana,-1,235,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920577,TCP,com.facebook.katana,-1,1360,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920578,TCP,com.facebook.katana,-1,817,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920578,TCP,com.facebook.katana,-1,1360,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920649,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920649,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920650,TCP,com.facebook.katana,-1,817,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920650,TCP,com.facebook.katana,-1,1360,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005920650,TCP,com.facebook.katana,-1,817,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921307,TCP,com.facebook.katana,-1,611,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921310,TCP,com.facebook.katana,-1,115,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921312,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921314,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921316,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921318,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921319,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921322,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921324,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921326,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921328,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921330,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005921331,TCP,com.facebook.katana,1,476,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005922256,TCP,com.facebook.katana,1,1360,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005922259,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005922261,TCP,com.facebook.katana,1,1010,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005922263,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005923720,TCP,com.facebook.katana,-1,79,10.139.202.228,31.13.64.32,35073,443,0,1,0
andrius,omnitel,cm10.1,44,0,1367005923721,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,35073,443,0,1,1
andrius,omnitel,cm10.1,44,0,1367005923721,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005923721,TCP,com.facebook.katana,1,79,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005923721,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,35073,443,0,0,0
andrius,omnitel,cm10.1,44,0,1367005923722,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,0
andrius,omnitel,cm10.1,44,0,1367005923722,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,35073,443,0,0,0
andrius,omnitel,cm10.1,44,0,1367005923722,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,35073,0,1,1
andrius,omnitel,cm10.1,44,0,1367005923722,TCP,com.facebook.katana,-1,40,10.139.202.228,31.13.64.32,35073,443,0,0,0
andrius,omnitel,cm10.1,45,0,1367005931481,TCP,com.accuweather.android,-1,60,10.139.202.228,199.167.177.39,57071,1227,1,0,0
andrius,omnitel,cm10.1,45,0,1367005934490,TCP,com.accuweather.android,-1,60,10.139.202.228,199.167.177.39,57071,1227,1,0,0
andrius,omnitel,cm10.1,47,0,1367005940500,TCP,com.accuweather.android,-1,60,10.139.202.228,199.167.177.39,57071,1227,1,0,0
andrius,omnitel,cm10.1,49,0,1367005952520,TCP,com.accuweather.android,-1,60,10.139.202.228,199.167.177.39,57071,1227,1,0,0
andrius,omnitel,cm10.1,51,0,1367005976560,TCP,com.accuweather.android,-1,60,10.139.202.228,199.167.177.39,57071,1227,1,0,0
andrius,omnitel,cm10.1,54,0,1367006011556,TCP,com.accuweather.android,-1,60,10.139.202.228,199.167.177.43,49005,1237,1,0,0
andrius,omnitel,cm10.1,54,0,1367006014571,TCP,com.accuweather.android,-1,60,10.139.202.228,199.167.177.43,49005,1237,1,0,0
andrius,omnitel,cm10.1,54,0,1367006014571,TCP,com.accuweather.android,1,60,199.167.177.43,10.139.202.228,1237,49005,1,1,0
andrius,omnitel,cm10.1,54,0,1367006014571,TCP,com.accuweather.android,-1,52,10.139.202.228,199.167.177.43,49005,1237,0,1,0
andrius,omnitel,cm10.1,54,0,1367006014571,TCP,com.accuweather.android,-1,292,10.139.202.228,199.167.177.43,49005,1237,0,1,0
andrius,omnitel,cm10.1,54,0,1367006014571,TCP,com.accuweather.android,1,52,199.167.177.43,10.139.202.228,1237,49005,0,1,0
andrius,omnitel,cm10.1,54,0,1367006014572,TCP,com.accuweather.android,1,142,199.167.177.43,10.139.202.228,1237,49005,0,1,0
andrius,omnitel,cm10.1,54,0,1367006014572,TCP,com.accuweather.android,-1,52,10.139.202.228,199.167.177.43,49005,1237,0,1,0
andrius,omnitel,cm10.1,58,0,1367006222610,UDP,root,-1,64,10.139.202.228,194.176.32.163,39219,53,,,
andrius,omnitel,cm10.1,58,0,1367006224369,UDP,root,1,189,194.176.32.163,10.139.202.228,53,39219,,,
andrius,omnitel,cm10.1,58,0,1367006224371,TCP,com.facebook.katana,-1,60,10.139.202.228,31.13.64.32,52217,443,1,0,0
andrius,omnitel,cm10.1,58,0,1367006224374,TCP,com.facebook.katana,1,60,31.13.64.32,10.139.202.228,443,52217,1,1,0
andrius,omnitel,cm10.1,58,0,1367006224376,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224378,TCP,com.facebook.katana,-1,268,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224380,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224382,TCP,com.facebook.katana,1,185,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224384,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224386,TCP,com.facebook.katana,-1,99,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224388,TCP,com.facebook.katana,-1,675,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224390,TCP,com.facebook.katana,-1,364,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224392,TCP,com.facebook.katana,-1,236,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224420,TCP,com.facebook.katana,-1,1360,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224420,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224421,TCP,com.facebook.katana,-1,544,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224421,TCP,com.facebook.katana,-1,116,10.139.202.228,31.13.64.32,52217,443,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224421,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224421,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224421,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224422,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224422,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224422,TCP,com.facebook.katana,1,52,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006224422,TCP,com.facebook.katana,1,475,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006225415,TCP,com.facebook.katana,1,926,31.13.64.32,10.139.202.228,443,52217,0,1,0
andrius,omnitel,cm10.1,58,0,1367006225415,TCP,com.facebook.katana,-1,52,10.139.202.228,31.13.64.32,52217,443,0,1,0
